250 hz,Unnamed: 1,500 hz,Unnamed: 3,1000 hz,Unnamed: 5,2000 hz,Unnamed: 7,4000 hz,Unnamed: 9,8000 hz,Unnamed: 11
113.7803970496,55.4369212962965,X,Y,X,Y,X,Y,X,Y,X,Y
3.890914351851866,37.15306712962976,4.2352430555555705,44.86603009259275,4.2008101851852,52.71672453703722,4.228356481481496,65.16076388888914,3.925347222222236,63.528645833333556,3.51215277777779,70.72511574074099
3.925347222222236,38.08275462962977,4.2008101851852,44.37249228395078,4.2008101851852,52.22318672839525,4.2008101851852,64.61902006172862,3.925347222222236,63.058063271605164,3.51215277777779,69.41666666666691
3.925347222222236,37.66956018518532,4.2008101851852,43.95929783950633,4.2008101851852,51.8099922839508,4.2008101851852,64.20582561728418,3.925347222222236,62.644868827160714,3.6498842592592724,68.63618827160518
4.097511574074089,36.774305555555685,4.2008101851852,43.546103395061884,4.2008101851852,51.396797839506355,4.2008101851852,63.792631172839734,3.925347222222236,62.23167438271627,3.6498842592592724,68.24594907407432
4.063078703703718,36.2922453703705,4.2008101851852,43.132908950617434,4.2008101851852,50.98360339506191,4.2008101851852,63.379436728395284,3.9597800925926068,61.77256944444466,3.6498842592592724,67.83275462962987
4.063078703703718,35.87905092592605,4.2008101851852,42.71971450617299,4.2008101851852,50.57040895061746,4.2008101851852,62.96624228395084,3.856481481481495,61.35937500000022,3.6498842592592724,67.41956018518542
4.063078703703718,35.46585648148161,4.2008101851852,42.30652006172855,4.2008101851852,50.15721450617302,4.2008101851852,62.5530478395064,3.856481481481495,60.94618055555577,3.6498842592592724,66.96045524691382
4.063078703703718,35.05266203703716,4.2008101851852,41.8933256172841,4.2008101851852,49.83584104938289,4.2008101851852,62.13985339506195,3.833526234567915,60.48707561728416,3.6498842592592724,66.54726080246937
4.063078703703718,34.639467592592716,4.2008101851852,41.480131172839656,4.2008101851852,48.82581018518536,4.2008101851852,61.726658950617505,3.856481481481495,58.77690972222243,3.6498842592592724,66.1570216049385
4.063078703703718,34.22627314814827,4.16637731481483,41.009548611111256,4.2008101851852,48.41261574074091,4.2008101851852,61.313464506173055,3.8794367283950755,58.14564043209897,3.6498842592592724,65.76678240740765
4.063078703703718,33.81307870370382,4.338541666666682,46.51880787037054,4.2008101851852,47.99942129629647,4.2008101851852,60.90027006172861,4.090625000000014,68.71423611111135,3.6498842592592724,65.30767746913604
4.063078703703718,33.39988425925938,4.338541666666682,46.025270061728556,4.2008101851852,47.58622685185202,4.2008101851852,60.48707561728416,4.063078703703718,68.15412808642,3.6498842592592724,64.8944830246916
4.063078703703718,32.98668981481493,4.338541666666682,45.61207561728411,4.2008101851852,47.173032407407575,4.2008101851852,60.16570216049404,4.063078703703718,67.74093364197554,3.6498842592592724,64.48128858024714
4.063078703703718,32.57349537037049,4.338541666666682,45.24479166666683,4.2008101851852,46.75983796296313,4.2008101851852,59.01793981481502,4.063078703703718,67.3277391975311,3.6498842592592724,64.0680941358027
3.994212962962977,32.26359953703715,4.338541666666682,40.65374228395076,4.2008101851852,46.34664351851868,4.2008101851852,58.60474537037058,4.063078703703718,66.91454475308666,3.6498842592592724,63.65489969135825
4.2008101851852,31.781539351851965,4.338541666666682,40.263503086419895,4.2008101851852,45.93344907407424,4.2008101851852,58.19155092592613,4.063078703703718,66.50135030864222,3.6498842592592724,63.2417052469138
4.2008101851852,31.288001543209987,4.476273148148164,39.89621913580261,4.2008101851852,45.52025462962979,4.2008101851852,57.77835648148169,4.063078703703718,66.08815586419776,3.6498842592592724,62.82851080246936
